"Q1_star_avg","EIF_std","num_pp","Q1_star_lb","Q1_star_ub","patient_profiles","htn_med_class"
0.092560005983349,0.0267020082971379,553,0.0402240697209588,0.144895942245739,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
0.149653929268179,0.0299879350347029,605,0.0908775766001613,0.208430281936197,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","ccb"
0.144414696256068,0.0312469021354121,220,0.0831707680706607,0.205658624441476,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","ccb"
0.304620403301096,0.0423273841162151,603,0.221658730433315,0.387582076168878,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","ccb"
0.379667383589463,0.0231957727688844,553,0.334203668962449,0.425131098216476,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
0.307951966596505,0.0269581075568599,882,0.255114075785059,0.36078985740795,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","ccb"
0.227242158087497,0.0488908321035403,122,0.131416127164558,0.323068189010436,"[0,65]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","ccb"
0.340544441639561,0.0308352130212101,892,0.280107424117989,0.400981459161132,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
0.230891804119161,0.0223133985152681,381,0.187157543029236,0.274626065209086,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.173879021612201,0.0388654086749375,419,0.0977028206093238,0.250055222615079,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
0.372316012788903,0.0291624878007242,441,0.315157536699483,0.429474488878322,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
0.349311318721545,0.0318324520895087,1418,0.286919712626108,0.411702924816982,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
0.344779240490895,0.0434124591063175,116,0.259690820642513,0.429867660339277,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
0.167032416568416,0.0293761505522872,366,0.109455161485933,0.224609671650899,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","ccb"
0.418013521096817,0.0310648682617479,975,0.357126379303791,0.478900662889843,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
0.297019386735752,0.038592612173905,153,0.221377866874899,0.372660906596606,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","ccb"
0.235071236432218,0.0220441043470898,476,0.191864791911922,0.278277680952514,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
0.178006540379407,0.0523894699096941,386,0.0753231793564066,0.280689901402407,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","ccb"
0.109900509045875,0.020852643604385,377,0.0690293275812803,0.150771690510469,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","ccb"
0.170828658221129,0.0543879468702032,280,0.0642282823555311,0.277429034086728,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","ccb"
0.135121993241,0.0286761337246337,752,0.0789167711407183,0.191327215341282,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","ccb"
0.320001831518937,0.0621087284012939,212,0.198268723852401,0.441734939185473,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","ccb"
0.215394889812482,0.0217697594205618,668,0.172726161348181,0.258063618276783,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
0.138109362552585,0.0234560319873639,185,0.0921355398573515,0.184083185247818,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
0.116485780852423,0.0325286227998113,534,0.0527296801647926,0.180241881540053,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
0.251610905720105,0.0477559617640499,126,0.158009220662567,0.345212590777643,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
0.139560062872185,0.0191342074683126,396,0.102057016234292,0.177063109510078,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
0.215610371148739,0.0316007853180241,252,0.153672831925411,0.277547910372066,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
0.313982334284996,0.0250221598864557,708,0.264938900907543,0.363025767662449,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
0.215702020505946,0.0305100613445702,345,0.155902300270589,0.275501740741304,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
